id,name,discount_amount,issue_start_time,issue_end_time,max_quantity,issued_quantity,expiry_days,created_at,updated_at
8620,Coupon08620,5879,2025-01-01 00:00:00,2025-12-31 23:59:59,4672,1815,60,2025-06-06 01:20:06,2025-06-06 01:20:06
8621,Coupon08621,6497,2025-01-01 00:00:00,2025-12-31 23:59:59,6822,6471,89,2025-06-06 01:20:06,2025-06-06 01:20:06
8622,Coupon08622,4819,2025-01-01 00:00:00,2025-12-31 23:59:59,6240,4688,69,2025-06-06 01:20:06,2025-06-06 01:20:06
8623,Coupon08623,6262,2025-01-01 00:00:00,2025-12-31 23:59:59,4358,1316,18,2025-06-06 01:20:06,2025-06-06 01:20:06
8624,Coupon08624,4035,2025-01-01 00:00:00,2025-12-31 23:59:59,4287,1624,82,2025-06-06 01:20:06,2025-06-06 01:20:06
8625,Coupon08625,6740,2025-01-01 00:00:00,2025-12-31 23:59:59,8771,6987,89,2025-06-06 01:20:06,2025-06-06 01:20:06
8626,Coupon08626,4701,2025-01-01 00:00:00,2025-12-31 23:59:59,8860,5046,72,2025-06-06 01:20:06,2025-06-06 01:20:06
8627,Coupon08627,9366,2025-01-01 00:00:00,2025-12-31 23:59:59,5573,3357,75,2025-06-06 01:20:06,2025-06-06 01:20:06
8628,Coupon08628,7059,2025-01-01 00:00:00,2025-12-31 23:59:59,6521,275,48,2025-06-06 01:20:06,2025-06-06 01:20:06
8629,Coupon08629,6727,2025-01-01 00:00:00,2025-12-31 23:59:59,5893,104,53,2025-06-06 01:20:06,2025-06-06 01:20:06
8630,Coupon08630,1956,2025-01-01 00:00:00,2025-12-31 23:59:59,2690,2543,80,2025-06-06 01:20:06,2025-06-06 01:20:06
8631,Coupon08631,1205,2025-01-01 00:00:00,2025-12-31 23:59:59,2864,1159,81,2025-06-06 01:20:06,2025-06-06 01:20:06
8632,Coupon08632,1298,2025-01-01 00:00:00,2025-12-31 23:59:59,8288,5465,73,2025-06-06 01:20:06,2025-06-06 01:20:06
8633,Coupon08633,7025,2025-01-01 00:00:00,2025-12-31 23:59:59,2179,1673,67,2025-06-06 01:20:06,2025-06-06 01:20:06
8634,Coupon08634,9122,2025-01-01 00:00:00,2025-12-31 23:59:59,9464,689,31,2025-06-06 01:20:06,2025-06-06 01:20:06
8635,Coupon08635,2557,2025-01-01 00:00:00,2025-12-31 23:59:59,8600,5474,71,2025-06-06 01:20:06,2025-06-06 01:20:06
8636,Coupon08636,8210,2025-01-01 00:00:00,2025-12-31 23:59:59,4291,618,62,2025-06-06 01:20:06,2025-06-06 01:20:06
8637,Coupon08637,3030,2025-01-01 00:00:00,2025-12-31 23:59:59,9892,3808,42,2025-06-06 01:20:06,2025-06-06 01:20:06
8638,Coupon08638,3220,2025-01-01 00:00:00,2025-12-31 23:59:59,7430,4491,25,2025-06-06 01:20:06,2025-06-06 01:20:06
8639,Coupon08639,3331,2025-01-01 00:00:00,2025-12-31 23:59:59,6797,3470,84,2025-06-06 01:20:06,2025-06-06 01:20:06
8640,Coupon08640,2344,2025-01-01 00:00:00,2025-12-31 23:59:59,4165,2372,24,2025-06-06 01:20:06,2025-06-06 01:20:06
8641,Coupon08641,3780,2025-01-01 00:00:00,2025-12-31 23:59:59,7625,719,42,2025-06-06 01:20:06,2025-06-06 01:20:06
8642,Coupon08642,5051,2025-01-01 00:00:00,2025-12-31 23:59:59,3823,2978,15,2025-06-06 01:20:06,2025-06-06 01:20:06
8643,Coupon08643,3314,2025-01-01 00:00:00,2025-12-31 23:59:59,9419,4119,89,2025-06-06 01:20:06,2025-06-06 01:20:06
8644,Coupon08644,6486,2025-01-01 00:00:00,2025-12-31 23:59:59,3936,1042,67,2025-06-06 01:20:06,2025-06-06 01:20:06
8645,Coupon08645,1052,2025-01-01 00:00:00,2025-12-31 23:59:59,1459,1354,52,2025-06-06 01:20:06,2025-06-06 01:20:06
8646,Coupon08646,9466,2025-01-01 00:00:00,2025-12-31 23:59:59,5327,802,50,2025-06-06 01:20:06,2025-06-06 01:20:06
8647,Coupon08647,6897,2025-01-01 00:00:00,2025-12-31 23:59:59,7014,1503,14,2025-06-06 01:20:06,2025-06-06 01:20:06
8648,Coupon08648,5590,2025-01-01 00:00:00,2025-12-31 23:59:59,1579,1067,12,2025-06-06 01:20:06,2025-06-06 01:20:06
8649,Coupon08649,7846,2025-01-01 00:00:00,2025-12-31 23:59:59,1242,154,9,2025-06-06 01:20:06,2025-06-06 01:20:06
8650,Coupon08650,6951,2025-01-01 00:00:00,2025-12-31 23:59:59,2931,1617,83,2025-06-06 01:20:06,2025-06-06 01:20:06
8651,Coupon08651,2924,2025-01-01 00:00:00,2025-12-31 23:59:59,4404,3626,29,2025-06-06 01:20:06,2025-06-06 01:20:06
8652,Coupon08652,4435,2025-01-01 00:00:00,2025-12-31 23:59:59,9434,105,81,2025-06-06 01:20:06,2025-06-06 01:20:06
8653,Coupon08653,8394,2025-01-01 00:00:00,2025-12-31 23:59:59,4034,3238,34,2025-06-06 01:20:06,2025-06-06 01:20:06
8654,Coupon08654,1732,2025-01-01 00:00:00,2025-12-31 23:59:59,7354,6505,20,2025-06-06 01:20:06,2025-06-06 01:20:06
8655,Coupon08655,2050,2025-01-01 00:00:00,2025-12-31 23:59:59,1782,119,38,2025-06-06 01:20:06,2025-06-06 01:20:06
8656,Coupon08656,1785,2025-01-01 00:00:00,2025-12-31 23:59:59,7386,954,40,2025-06-06 01:20:06,2025-06-06 01:20:06
8657,Coupon08657,7410,2025-01-01 00:00:00,2025-12-31 23:59:59,4373,2319,17,2025-06-06 01:20:06,2025-06-06 01:20:06
8658,Coupon08658,9231,2025-01-01 00:00:00,2025-12-31 23:59:59,3428,2943,10,2025-06-06 01:20:06,2025-06-06 01:20:06
8659,Coupon08659,2919,2025-01-01 00:00:00,2025-12-31 23:59:59,6795,2262,62,2025-06-06 01:20:06,2025-06-06 01:20:06
8660,Coupon08660,7834,2025-01-01 00:00:00,2025-12-31 23:59:59,9826,9807,51,2025-06-06 01:20:06,2025-06-06 01:20:06
8661,Coupon08661,1381,2025-01-01 00:00:00,2025-12-31 23:59:59,3496,760,18,2025-06-06 01:20:06,2025-06-06 01:20:06
8662,Coupon08662,2461,2025-01-01 00:00:00,2025-12-31 23:59:59,1371,179,82,2025-06-06 01:20:06,2025-06-06 01:20:06
8663,Coupon08663,2584,2025-01-01 00:00:00,2025-12-31 23:59:59,4899,3680,76,2025-06-06 01:20:06,2025-06-06 01:20:06
8664,Coupon08664,9294,2025-01-01 00:00:00,2025-12-31 23:59:59,2125,161,20,2025-06-06 01:20:06,2025-06-06 01:20:06
8665,Coupon08665,3374,2025-01-01 00:00:00,2025-12-31 23:59:59,1737,66,76,2025-06-06 01:20:06,2025-06-06 01:20:06
8666,Coupon08666,6022,2025-01-01 00:00:00,2025-12-31 23:59:59,1158,1050,17,2025-06-06 01:20:06,2025-06-06 01:20:06
8667,Coupon08667,2020,2025-01-01 00:00:00,2025-12-31 23:59:59,4425,1090,26,2025-06-06 01:20:06,2025-06-06 01:20:06
8668,Coupon08668,8728,2025-01-01 00:00:00,2025-12-31 23:59:59,5785,892,34,2025-06-06 01:20:06,2025-06-06 01:20:06
8669,Coupon08669,5804,2025-01-01 00:00:00,2025-12-31 23:59:59,8533,5382,21,2025-06-06 01:20:06,2025-06-06 01:20:06
8670,Coupon08670,2216,2025-01-01 00:00:00,2025-12-31 23:59:59,1891,338,61,2025-06-06 01:20:06,2025-06-06 01:20:06
8671,Coupon08671,9714,2025-01-01 00:00:00,2025-12-31 23:59:59,9988,766,70,2025-06-06 01:20:06,2025-06-06 01:20:06
8672,Coupon08672,1945,2025-01-01 00:00:00,2025-12-31 23:59:59,2231,955,24,2025-06-06 01:20:06,2025-06-06 01:20:06
8673,Coupon08673,6606,2025-01-01 00:00:00,2025-12-31 23:59:59,3147,1380,82,2025-06-06 01:20:06,2025-06-06 01:20:06
8674,Coupon08674,1495,2025-01-01 00:00:00,2025-12-31 23:59:59,5948,1861,53,2025-06-06 01:20:06,2025-06-06 01:20:06
8675,Coupon08675,2352,2025-01-01 00:00:00,2025-12-31 23:59:59,8991,8253,37,2025-06-06 01:20:06,2025-06-06 01:20:06
8676,Coupon08676,8963,2025-01-01 00:00:00,2025-12-31 23:59:59,4421,1986,10,2025-06-06 01:20:06,2025-06-06 01:20:06
8677,Coupon08677,1553,2025-01-01 00:00:00,2025-12-31 23:59:59,7651,5412,25,2025-06-06 01:20:06,2025-06-06 01:20:06
8678,Coupon08678,2523,2025-01-01 00:00:00,2025-12-31 23:59:59,1586,380,47,2025-06-06 01:20:06,2025-06-06 01:20:06
8679,Coupon08679,5304,2025-01-01 00:00:00,2025-12-31 23:59:59,1120,108,50,2025-06-06 01:20:06,2025-06-06 01:20:06
8680,Coupon08680,4765,2025-01-01 00:00:00,2025-12-31 23:59:59,5455,4054,76,2025-06-06 01:20:06,2025-06-06 01:20:06
8681,Coupon08681,7656,2025-01-01 00:00:00,2025-12-31 23:59:59,5330,3666,62,2025-06-06 01:20:06,2025-06-06 01:20:06
8682,Coupon08682,1414,2025-01-01 00:00:00,2025-12-31 23:59:59,6856,391,38,2025-06-06 01:20:06,2025-06-06 01:20:06
8683,Coupon08683,9496,2025-01-01 00:00:00,2025-12-31 23:59:59,4759,4227,10,2025-06-06 01:20:06,2025-06-06 01:20:06
8684,Coupon08684,6896,2025-01-01 00:00:00,2025-12-31 23:59:59,8309,7246,67,2025-06-06 01:20:06,2025-06-06 01:20:06
8685,Coupon08685,4384,2025-01-01 00:00:00,2025-12-31 23:59:59,7198,1512,7,2025-06-06 01:20:06,2025-06-06 01:20:06
8686,Coupon08686,4649,2025-01-01 00:00:00,2025-12-31 23:59:59,7769,4541,43,2025-06-06 01:20:06,2025-06-06 01:20:06
8687,Coupon08687,4274,2025-01-01 00:00:00,2025-12-31 23:59:59,4568,3467,14,2025-06-06 01:20:06,2025-06-06 01:20:06
8688,Coupon08688,2230,2025-01-01 00:00:00,2025-12-31 23:59:59,5886,226,35,2025-06-06 01:20:06,2025-06-06 01:20:06
8689,Coupon08689,6782,2025-01-01 00:00:00,2025-12-31 23:59:59,3181,543,51,2025-06-06 01:20:06,2025-06-06 01:20:06
8690,Coupon08690,1363,2025-01-01 00:00:00,2025-12-31 23:59:59,2044,1900,68,2025-06-06 01:20:06,2025-06-06 01:20:06
8691,Coupon08691,7507,2025-01-01 00:00:00,2025-12-31 23:59:59,8034,5365,25,2025-06-06 01:20:06,2025-06-06 01:20:06
8692,Coupon08692,7129,2025-01-01 00:00:00,2025-12-31 23:59:59,9511,6788,51,2025-06-06 01:20:06,2025-06-06 01:20:06
8693,Coupon08693,7336,2025-01-01 00:00:00,2025-12-31 23:59:59,2371,668,85,2025-06-06 01:20:06,2025-06-06 01:20:06
8694,Coupon08694,4742,2025-01-01 00:00:00,2025-12-31 23:59:59,8720,4330,71,2025-06-06 01:20:06,2025-06-06 01:20:06
8695,Coupon08695,2092,2025-01-01 00:00:00,2025-12-31 23:59:59,5589,5474,76,2025-06-06 01:20:06,2025-06-06 01:20:06
8696,Coupon08696,7295,2025-01-01 00:00:00,2025-12-31 23:59:59,7320,3391,61,2025-06-06 01:20:06,2025-06-06 01:20:06
8697,Coupon08697,2761,2025-01-01 00:00:00,2025-12-31 23:59:59,5353,1987,69,2025-06-06 01:20:06,2025-06-06 01:20:06
8698,Coupon08698,5797,2025-01-01 00:00:00,2025-12-31 23:59:59,5748,5673,70,2025-06-06 01:20:06,2025-06-06 01:20:06
8699,Coupon08699,5894,2025-01-01 00:00:00,2025-12-31 23:59:59,2229,2151,88,2025-06-06 01:20:06,2025-06-06 01:20:06
8700,Coupon08700,2051,2025-01-01 00:00:00,2025-12-31 23:59:59,5793,5250,13,2025-06-06 01:20:06,2025-06-06 01:20:06
8701,Coupon08701,9088,2025-01-01 00:00:00,2025-12-31 23:59:59,6652,6240,43,2025-06-06 01:20:06,2025-06-06 01:20:06
8702,Coupon08702,4350,2025-01-01 00:00:00,2025-12-31 23:59:59,5466,345,42,2025-06-06 01:20:06,2025-06-06 01:20:06
8703,Coupon08703,3597,2025-01-01 00:00:00,2025-12-31 23:59:59,3891,1978,57,2025-06-06 01:20:06,2025-06-06 01:20:06
8704,Coupon08704,8531,2025-01-01 00:00:00,2025-12-31 23:59:59,9569,8239,59,2025-06-06 01:20:06,2025-06-06 01:20:06
8705,Coupon08705,1127,2025-01-01 00:00:00,2025-12-31 23:59:59,8261,2621,84,2025-06-06 01:20:06,2025-06-06 01:20:06
8706,Coupon08706,3726,2025-01-01 00:00:00,2025-12-31 23:59:59,7189,5466,10,2025-06-06 01:20:06,2025-06-06 01:20:06
8707,Coupon08707,2439,2025-01-01 00:00:00,2025-12-31 23:59:59,4464,2294,62,2025-06-06 01:20:06,2025-06-06 01:20:06
8708,Coupon08708,4040,2025-01-01 00:00:00,2025-12-31 23:59:59,7912,7,87,2025-06-06 01:20:06,2025-06-06 01:20:06
8709,Coupon08709,3499,2025-01-01 00:00:00,2025-12-31 23:59:59,2491,1167,40,2025-06-06 01:20:06,2025-06-06 01:20:06
8710,Coupon08710,6557,2025-01-01 00:00:00,2025-12-31 23:59:59,8870,8335,70,2025-06-06 01:20:06,2025-06-06 01:20:06
8711,Coupon08711,7798,2025-01-01 00:00:00,2025-12-31 23:59:59,7647,7214,74,2025-06-06 01:20:06,2025-06-06 01:20:06
8712,Coupon08712,9439,2025-01-01 00:00:00,2025-12-31 23:59:59,5273,4849,61,2025-06-06 01:20:06,2025-06-06 01:20:06
8713,Coupon08713,6949,2025-01-01 00:00:00,2025-12-31 23:59:59,2484,1127,31,2025-06-06 01:20:06,2025-06-06 01:20:06
8714,Coupon08714,9691,2025-01-01 00:00:00,2025-12-31 23:59:59,5540,4980,36,2025-06-06 01:20:06,2025-06-06 01:20:06
8715,Coupon08715,1942,2025-01-01 00:00:00,2025-12-31 23:59:59,8763,2372,58,2025-06-06 01:20:06,2025-06-06 01:20:06
8716,Coupon08716,5743,2025-01-01 00:00:00,2025-12-31 23:59:59,2970,1192,74,2025-06-06 01:20:06,2025-06-06 01:20:06
8717,Coupon08717,2218,2025-01-01 00:00:00,2025-12-31 23:59:59,7901,2707,36,2025-06-06 01:20:06,2025-06-06 01:20:06
8718,Coupon08718,4879,2025-01-01 00:00:00,2025-12-31 23:59:59,5153,422,42,2025-06-06 01:20:06,2025-06-06 01:20:06
8719,Coupon08719,6106,2025-01-01 00:00:00,2025-12-31 23:59:59,1997,126,64,2025-06-06 01:20:06,2025-06-06 01:20:06
8720,Coupon08720,7045,2025-01-01 00:00:00,2025-12-31 23:59:59,6201,5105,45,2025-06-06 01:20:06,2025-06-06 01:20:06
8721,Coupon08721,9126,2025-01-01 00:00:00,2025-12-31 23:59:59,7850,1755,56,2025-06-06 01:20:06,2025-06-06 01:20:06
8722,Coupon08722,2583,2025-01-01 00:00:00,2025-12-31 23:59:59,9651,6547,45,2025-06-06 01:20:06,2025-06-06 01:20:06
8723,Coupon08723,4414,2025-01-01 00:00:00,2025-12-31 23:59:59,1100,870,44,2025-06-06 01:20:06,2025-06-06 01:20:06
8724,Coupon08724,1621,2025-01-01 00:00:00,2025-12-31 23:59:59,9064,2811,32,2025-06-06 01:20:06,2025-06-06 01:20:06
8725,Coupon08725,3967,2025-01-01 00:00:00,2025-12-31 23:59:59,7733,3702,52,2025-06-06 01:20:06,2025-06-06 01:20:06
8726,Coupon08726,9817,2025-01-01 00:00:00,2025-12-31 23:59:59,5803,1900,85,2025-06-06 01:20:06,2025-06-06 01:20:06
8727,Coupon08727,4022,2025-01-01 00:00:00,2025-12-31 23:59:59,9157,838,70,2025-06-06 01:20:06,2025-06-06 01:20:06
8728,Coupon08728,4239,2025-01-01 00:00:00,2025-12-31 23:59:59,5931,1618,54,2025-06-06 01:20:06,2025-06-06 01:20:06
8729,Coupon08729,8123,2025-01-01 00:00:00,2025-12-31 23:59:59,2446,139,48,2025-06-06 01:20:06,2025-06-06 01:20:06
8730,Coupon08730,1532,2025-01-01 00:00:00,2025-12-31 23:59:59,4068,489,51,2025-06-06 01:20:06,2025-06-06 01:20:06
8731,Coupon08731,9378,2025-01-01 00:00:00,2025-12-31 23:59:59,4988,60,27,2025-06-06 01:20:06,2025-06-06 01:20:06
8732,Coupon08732,1185,2025-01-01 00:00:00,2025-12-31 23:59:59,3130,2302,60,2025-06-06 01:20:06,2025-06-06 01:20:06
8733,Coupon08733,5374,2025-01-01 00:00:00,2025-12-31 23:59:59,6862,4898,68,2025-06-06 01:20:06,2025-06-06 01:20:06
8734,Coupon08734,7038,2025-01-01 00:00:00,2025-12-31 23:59:59,7253,4955,90,2025-06-06 01:20:06,2025-06-06 01:20:06
8735,Coupon08735,6779,2025-01-01 00:00:00,2025-12-31 23:59:59,8455,4571,83,2025-06-06 01:20:06,2025-06-06 01:20:06
8736,Coupon08736,9695,2025-01-01 00:00:00,2025-12-31 23:59:59,6770,4478,72,2025-06-06 01:20:06,2025-06-06 01:20:06
8737,Coupon08737,8942,2025-01-01 00:00:00,2025-12-31 23:59:59,9076,539,88,2025-06-06 01:20:06,2025-06-06 01:20:06
8738,Coupon08738,6672,2025-01-01 00:00:00,2025-12-31 23:59:59,4158,1555,28,2025-06-06 01:20:06,2025-06-06 01:20:06
8739,Coupon08739,7910,2025-01-01 00:00:00,2025-12-31 23:59:59,2734,18,47,2025-06-06 01:20:06,2025-06-06 01:20:06
8740,Coupon08740,6498,2025-01-01 00:00:00,2025-12-31 23:59:59,8636,8107,84,2025-06-06 01:20:06,2025-06-06 01:20:06
8741,Coupon08741,4203,2025-01-01 00:00:00,2025-12-31 23:59:59,2646,398,39,2025-06-06 01:20:06,2025-06-06 01:20:06
8742,Coupon08742,7504,2025-01-01 00:00:00,2025-12-31 23:59:59,8196,6500,41,2025-06-06 01:20:06,2025-06-06 01:20:06
8743,Coupon08743,4009,2025-01-01 00:00:00,2025-12-31 23:59:59,5232,1211,67,2025-06-06 01:20:06,2025-06-06 01:20:06
8744,Coupon08744,7327,2025-01-01 00:00:00,2025-12-31 23:59:59,9721,1579,67,2025-06-06 01:20:06,2025-06-06 01:20:06
8745,Coupon08745,7580,2025-01-01 00:00:00,2025-12-31 23:59:59,5396,2382,85,2025-06-06 01:20:06,2025-06-06 01:20:06
8746,Coupon08746,7455,2025-01-01 00:00:00,2025-12-31 23:59:59,6761,5032,78,2025-06-06 01:20:06,2025-06-06 01:20:06
8747,Coupon08747,4979,2025-01-01 00:00:00,2025-12-31 23:59:59,7051,6651,66,2025-06-06 01:20:06,2025-06-06 01:20:06
8748,Coupon08748,6652,2025-01-01 00:00:00,2025-12-31 23:59:59,5156,1407,79,2025-06-06 01:20:06,2025-06-06 01:20:06
8749,Coupon08749,6076,2025-01-01 00:00:00,2025-12-31 23:59:59,8627,4573,75,2025-06-06 01:20:06,2025-06-06 01:20:06
8750,Coupon08750,6070,2025-01-01 00:00:00,2025-12-31 23:59:59,4296,2520,37,2025-06-06 01:20:06,2025-06-06 01:20:06
8751,Coupon08751,2720,2025-01-01 00:00:00,2025-12-31 23:59:59,1286,341,74,2025-06-06 01:20:06,2025-06-06 01:20:06
8752,Coupon08752,6612,2025-01-01 00:00:00,2025-12-31 23:59:59,2719,915,7,2025-06-06 01:20:06,2025-06-06 01:20:06
8753,Coupon08753,9300,2025-01-01 00:00:00,2025-12-31 23:59:59,1966,1209,22,2025-06-06 01:20:06,2025-06-06 01:20:06
8754,Coupon08754,5477,2025-01-01 00:00:00,2025-12-31 23:59:59,6055,5755,73,2025-06-06 01:20:06,2025-06-06 01:20:06
8755,Coupon08755,8839,2025-01-01 00:00:00,2025-12-31 23:59:59,1037,934,59,2025-06-06 01:20:06,2025-06-06 01:20:06
8756,Coupon08756,6891,2025-01-01 00:00:00,2025-12-31 23:59:59,2374,945,80,2025-06-06 01:20:06,2025-06-06 01:20:06
8757,Coupon08757,6982,2025-01-01 00:00:00,2025-12-31 23:59:59,2394,1695,74,2025-06-06 01:20:06,2025-06-06 01:20:06
8758,Coupon08758,6462,2025-01-01 00:00:00,2025-12-31 23:59:59,7488,4262,53,2025-06-06 01:20:06,2025-06-06 01:20:06
8759,Coupon08759,7440,2025-01-01 00:00:00,2025-12-31 23:59:59,2553,1548,33,2025-06-06 01:20:06,2025-06-06 01:20:06
8760,Coupon08760,5621,2025-01-01 00:00:00,2025-12-31 23:59:59,8837,8643,85,2025-06-06 01:20:06,2025-06-06 01:20:06
8761,Coupon08761,3477,2025-01-01 00:00:00,2025-12-31 23:59:59,9434,539,22,2025-06-06 01:20:06,2025-06-06 01:20:06
8762,Coupon08762,6775,2025-01-01 00:00:00,2025-12-31 23:59:59,3621,50,44,2025-06-06 01:20:06,2025-06-06 01:20:06
8763,Coupon08763,7495,2025-01-01 00:00:00,2025-12-31 23:59:59,5200,2330,52,2025-06-06 01:20:06,2025-06-06 01:20:06
8764,Coupon08764,3370,2025-01-01 00:00:00,2025-12-31 23:59:59,6879,4031,90,2025-06-06 01:20:06,2025-06-06 01:20:06
8765,Coupon08765,5819,2025-01-01 00:00:00,2025-12-31 23:59:59,5384,5250,35,2025-06-06 01:20:06,2025-06-06 01:20:06
8766,Coupon08766,8739,2025-01-01 00:00:00,2025-12-31 23:59:59,3493,1935,17,2025-06-06 01:20:06,2025-06-06 01:20:06
8767,Coupon08767,1254,2025-01-01 00:00:00,2025-12-31 23:59:59,6394,3146,86,2025-06-06 01:20:06,2025-06-06 01:20:06
8768,Coupon08768,3110,2025-01-01 00:00:00,2025-12-31 23:59:59,3003,909,84,2025-06-06 01:20:06,2025-06-06 01:20:06
8769,Coupon08769,2175,2025-01-01 00:00:00,2025-12-31 23:59:59,2170,514,90,2025-06-06 01:20:06,2025-06-06 01:20:06
8770,Coupon08770,2942,2025-01-01 00:00:00,2025-12-31 23:59:59,6768,3493,75,2025-06-06 01:20:06,2025-06-06 01:20:06
8771,Coupon08771,4708,2025-01-01 00:00:00,2025-12-31 23:59:59,3459,3142,76,2025-06-06 01:20:06,2025-06-06 01:20:06
8772,Coupon08772,4685,2025-01-01 00:00:00,2025-12-31 23:59:59,7751,5942,40,2025-06-06 01:20:06,2025-06-06 01:20:06
8773,Coupon08773,3735,2025-01-01 00:00:00,2025-12-31 23:59:59,3387,2306,44,2025-06-06 01:20:06,2025-06-06 01:20:06
8774,Coupon08774,2302,2025-01-01 00:00:00,2025-12-31 23:59:59,1255,102,33,2025-06-06 01:20:06,2025-06-06 01:20:06
8775,Coupon08775,3846,2025-01-01 00:00:00,2025-12-31 23:59:59,3967,2928,78,2025-06-06 01:20:06,2025-06-06 01:20:06
8776,Coupon08776,2564,2025-01-01 00:00:00,2025-12-31 23:59:59,3440,651,11,2025-06-06 01:20:06,2025-06-06 01:20:06
8777,Coupon08777,4841,2025-01-01 00:00:00,2025-12-31 23:59:59,5159,2196,66,2025-06-06 01:20:06,2025-06-06 01:20:06
8778,Coupon08778,1460,2025-01-01 00:00:00,2025-12-31 23:59:59,7976,321,71,2025-06-06 01:20:06,2025-06-06 01:20:06
8779,Coupon08779,8762,2025-01-01 00:00:00,2025-12-31 23:59:59,6338,4320,32,2025-06-06 01:20:06,2025-06-06 01:20:06
8780,Coupon08780,6693,2025-01-01 00:00:00,2025-12-31 23:59:59,6958,1126,24,2025-06-06 01:20:06,2025-06-06 01:20:06
8781,Coupon08781,5453,2025-01-01 00:00:00,2025-12-31 23:59:59,4179,3150,78,2025-06-06 01:20:06,2025-06-06 01:20:06
8782,Coupon08782,8483,2025-01-01 00:00:00,2025-12-31 23:59:59,3297,3003,9,2025-06-06 01:20:06,2025-06-06 01:20:06
8783,Coupon08783,2631,2025-01-01 00:00:00,2025-12-31 23:59:59,1888,1427,81,2025-06-06 01:20:06,2025-06-06 01:20:06
8784,Coupon08784,4255,2025-01-01 00:00:00,2025-12-31 23:59:59,6402,4933,47,2025-06-06 01:20:06,2025-06-06 01:20:06
8785,Coupon08785,9501,2025-01-01 00:00:00,2025-12-31 23:59:59,5147,2872,43,2025-06-06 01:20:06,2025-06-06 01:20:06
8786,Coupon08786,3794,2025-01-01 00:00:00,2025-12-31 23:59:59,1784,382,11,2025-06-06 01:20:06,2025-06-06 01:20:06
8787,Coupon08787,1530,2025-01-01 00:00:00,2025-12-31 23:59:59,1973,1455,77,2025-06-06 01:20:06,2025-06-06 01:20:06
8788,Coupon08788,4967,2025-01-01 00:00:00,2025-12-31 23:59:59,6472,4657,73,2025-06-06 01:20:06,2025-06-06 01:20:06
8789,Coupon08789,7373,2025-01-01 00:00:00,2025-12-31 23:59:59,6447,4968,13,2025-06-06 01:20:06,2025-06-06 01:20:06
8790,Coupon08790,9835,2025-01-01 00:00:00,2025-12-31 23:59:59,3406,3370,77,2025-06-06 01:20:06,2025-06-06 01:20:06
8791,Coupon08791,2864,2025-01-01 00:00:00,2025-12-31 23:59:59,4267,223,86,2025-06-06 01:20:06,2025-06-06 01:20:06
8792,Coupon08792,6081,2025-01-01 00:00:00,2025-12-31 23:59:59,8997,2002,47,2025-06-06 01:20:06,2025-06-06 01:20:06
8793,Coupon08793,8494,2025-01-01 00:00:00,2025-12-31 23:59:59,9474,3846,72,2025-06-06 01:20:06,2025-06-06 01:20:06
8794,Coupon08794,7021,2025-01-01 00:00:00,2025-12-31 23:59:59,1303,323,36,2025-06-06 01:20:06,2025-06-06 01:20:06
8795,Coupon08795,4524,2025-01-01 00:00:00,2025-12-31 23:59:59,4220,151,65,2025-06-06 01:20:06,2025-06-06 01:20:06
8796,Coupon08796,8247,2025-01-01 00:00:00,2025-12-31 23:59:59,9861,6617,74,2025-06-06 01:20:06,2025-06-06 01:20:06
8797,Coupon08797,1742,2025-01-01 00:00:00,2025-12-31 23:59:59,3192,867,31,2025-06-06 01:20:06,2025-06-06 01:20:06
8798,Coupon08798,3776,2025-01-01 00:00:00,2025-12-31 23:59:59,2968,201,83,2025-06-06 01:20:06,2025-06-06 01:20:06
8799,Coupon08799,4966,2025-01-01 00:00:00,2025-12-31 23:59:59,5075,960,47,2025-06-06 01:20:06,2025-06-06 01:20:06
8800,Coupon08800,6722,2025-01-01 00:00:00,2025-12-31 23:59:59,6386,698,70,2025-06-06 01:20:06,2025-06-06 01:20:06
8801,Coupon08801,3998,2025-01-01 00:00:00,2025-12-31 23:59:59,5692,4384,88,2025-06-06 01:20:06,2025-06-06 01:20:06
8802,Coupon08802,5914,2025-01-01 00:00:00,2025-12-31 23:59:59,8516,8030,85,2025-06-06 01:20:06,2025-06-06 01:20:06
8803,Coupon08803,6101,2025-01-01 00:00:00,2025-12-31 23:59:59,2279,586,22,2025-06-06 01:20:06,2025-06-06 01:20:06
8804,Coupon08804,6916,2025-01-01 00:00:00,2025-12-31 23:59:59,6715,2062,79,2025-06-06 01:20:06,2025-06-06 01:20:06
8805,Coupon08805,1774,2025-01-01 00:00:00,2025-12-31 23:59:59,5026,3635,87,2025-06-06 01:20:06,2025-06-06 01:20:06
8806,Coupon08806,8743,2025-01-01 00:00:00,2025-12-31 23:59:59,9863,3487,54,2025-06-06 01:20:06,2025-06-06 01:20:06
8807,Coupon08807,6175,2025-01-01 00:00:00,2025-12-31 23:59:59,1494,595,75,2025-06-06 01:20:06,2025-06-06 01:20:06
8808,Coupon08808,2988,2025-01-01 00:00:00,2025-12-31 23:59:59,4691,2494,66,2025-06-06 01:20:06,2025-06-06 01:20:06
8809,Coupon08809,2515,2025-01-01 00:00:00,2025-12-31 23:59:59,8689,4625,10,2025-06-06 01:20:06,2025-06-06 01:20:06
8810,Coupon08810,9191,2025-01-01 00:00:00,2025-12-31 23:59:59,5786,5146,63,2025-06-06 01:20:06,2025-06-06 01:20:06
